nr_registro;marca_comercial;formulacao;ingrediente_ativo;titular_de_registro;classe;modo_de_acao;classe_toxicologica;classe_ambiental;organicos;situacao
30622;MethaOuro;WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (300 g/kg);Valeouro Biotec S/A - Uberaba/MG;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
8122;Methabio;WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (50 g/kg);Biossíntese Pesquisa e Desenvolvimento Ltda.;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
16420;Methacontrol Evolution;OD - Dispersão de Óleo;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (100 g/L);Simbiose Biociencias S.A.;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
10711;Methamax EC;EC - Concentrado Emulsionável;Metarhizium anisopliae (Metsch) Cepa IBCB348 (Produto Microbiológico) (25 g/L);Novozymes BioAg Produtos para Agricultura Ltda - Quatro Barras/PR;Inseticida Microbiológico;Contato;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;OUTROS;True
7895;Methomex 215 SL;SL - Concentrado Solúvel;metomil (metilcarbamato de oxima) (215 g/L);Adama Brasil S.A.- Londrina/PR;Inseticida;Sistêmico de contato e ingestão;Categoria 3  Produto Moderadamente Tóxico;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
33023;Methoxyfenozide 240 Sino-Agri;SC - Suspensão Concentrada;metoxifenozida (diacilhidrazina) (240 g/L);Inovatis Agronegocios Importação e Exportação Ltda.;Inseticida;Sistêmico;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
1228309;Metiltiofan;WP - Pó Molhável;tiofanato-metílico (benzimidazol (precursor de)) (700 g/kg);Sipcam Nichino Brasil S.A. - Uberaba/MG;Fungicida;Sistêmico;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;OUTROS;True
4212;"Metiê; S-Control; MetaNext; Bionova Sanus Meta;";WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (300 g/kg);Ballagro Agro Tecnologia Ltda. - Bom Jesus dos Perdões/SP;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;OUTROS;True
6122;Metolox 96 EC;EC - Concentrado Emulsionável;S-metolacloro (cloroacetanilida) (960 g/L);UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP;Herbicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
23920;Metomil 215 SL Nortox;SL - Concentrado Solúvel;metomil (metilcarbamato de oxima) (215 g/L);Nortox S.A. - Arapongas;Inseticida;Não informado;Categoria 2  Produto Altamente Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
27620;Metomil CHDS;SL - Concentrado Solúvel;metomil (metilcarbamato de oxima) (215 g/L);CHDS do Brasil Comércio de Insumos Agrícolas Ltda - São Miguel do Iguaçu/PR;Inseticida;Não informado;Categoria 3  Produto Moderadamente Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
29521;Metomil Nortox;SL - Concentrado Solúvel;metomil (metilcarbamato de oxima) (215 g/L);Nortox S.A. - Arapongas;Inseticida;Não informado;Categoria 2  Produto Altamente Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
31522;"Metomy; Meteoro; Mitto 900; Eficax Max TM;";SP - Pó Solúvel;metomil (metilcarbamato de oxima) (900 g/kg);Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS;Inseticida;Não informado;Categoria 2  Produto Altamente Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
48425;Metoxifenozida 240 SC Agroimport;SC - Suspensão Concentrada;metoxifenozida (diacilhidrazina) (240 g/L);Agro Import do Brasil Ltda. - Porto Alegre/RS;Inseticida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
5623;Metoxifenozida CCAB 240 SC;SC - Suspensão Concentrada;metoxifenozida (diacilhidrazina) (240 g/L);CCAB Agro S.A.   São Paulo;Inseticida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
36125;Metoxifenozide 240 SC Perterra;SC - Suspensão Concentrada;metoxifenozida (diacilhidrazina) (240 g/L);Perterra Insumos Agropecuários S.A.  São Paulo/SP;Inseticida;Não informado;Não Classificado - Produto Não Classificado;Produto Perigoso ao Meio Ambiente;NAO;True
30822;Metoxifenozide Nortox;SC - Suspensão Concentrada;metoxifenozida (diacilhidrazina) (240 g/L);Nortox S.A. - Arapongas;Inseticida;Contato/Ingestão;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
30924;Metoxifenozide R 240 SC Perterra;SC - Suspensão Concentrada;metoxifenozida (diacilhidrazina) (240 g/L);Perterra Insumos Agropecuários S.A.  São Paulo/SP;Inseticida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
34122;"Metraro; Lautus; Aceiro; Durax;";EC - Concentrado Emulsionável;S-metolacloro (cloroacetanilida) (960 g/L);Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS;Herbicida;Sistêmico/Seletivo;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
16324;Metribuzim 480 SC A;SC - Suspensão Concentrada;metribuzim (triazinona) (480 g/L);Prophyto Comercio e Serviços Ltda.  São Paulo/SP;Herbicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
4114;Metribuzim 480 SC Agroimport;SC - Suspensão Concentrada;metribuzim (triazinona) (480 g/L);Agro Import do Brasil Ltda. - Porto Alegre/RS;Herbicida;Sistêmico;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
9023;Metribuzim 480 SC B;SC - Suspensão Concentrada;metribuzim (triazinona) (480 g/L);Prophyto Comercio e Serviços Ltda.  São Paulo/SP;Herbicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
28823;Metribuzim 480 SC C;SC - Suspensão Concentrada;metribuzim (triazinona) (480 g/L);Prophyto Comercio e Serviços Ltda.  São Paulo/SP;Herbicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
30923;Metribuzim Nortox;SC - Suspensão Concentrada;metribuzim (triazinona) (480 g/L);Nortox S.A. - Arapongas;Herbicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
9415;Metribuzin Tide 480 SC;SC - Suspensão Concentrada;metribuzim (triazinona) (480 g/L);Prentiss Química Ltda. - Campo Largo/PR;Herbicida;sistêmico e seletivo;Categoria 3  Produto Moderadamente Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
29123;Metrik 500;EC - Concentrado Emulsionável;trinexapaque-etílico (ácido dioxociclohexanocarboxílico) (500 g/L);Albaugh Agro Brasil Ltda.- São Paulo;Regulador de Crescimento;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
1558106;Metrimex 500 SC;SC - Suspensão Concentrada;Ametrina (triazina) (500 g/L);Oxon Brasil Defensivos Agrícolas Ltda.;Herbicida;seletivo de ação sistêmica;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
32425;Metrimil 48% SC;SC - Suspensão Concentrada;metribuzim (triazinona) (480 g/L);Meghmani Organics Biodefensivos e Agrícolas do Brasil Ltda - Campinas/SP;Herbicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
5208;Metsulfuron Metílico 600;WG - Grânulos Dispersíveis em Água;metsulfurom-metílico (sulfoniluréia) (600 g/kg);FMC Química do Brasil Ltda. - Campinas/SP;Herbicida;Sistêmico;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;OUTROS;True
4523;Metsulfuron Nortox;WG - Grânulos Dispersíveis em Água;metsulfurom-metílico (sulfoniluréia) (600 g/kg);Nortox S.A. - Arapongas;Herbicida;Sistêmico/Seletivo;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
14711;Metsuram 600 WG;WG - Grânulos Dispersíveis em Água;metsulfurom-metílico (sulfoniluréia) (600 g/kg);Albaugh Agro Brasil Ltda.- São Paulo;Herbicida;Sistêmico e seletivo.;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
25424;Mettabassi;WP - Pó Molhável;Beauveria bassiana, isolado IBCB 66* (Produto Microbiológico) (3.2 g/kg) + Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (4 g/kg);Café Brasil Indústria Comércio Importação e Exportação S/A - Alfenas/MG;Inseticida Microbiológico;Sistêmico;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
33622;Mettaplus;WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (7 g/kg);Café Brasil Indústria Comércio Importação e Exportação S/A - Alfenas/MG;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
16423;"Mettar WP; On Meta; Nutriplant Metarhizium; CiBlock;";WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (200 g/kg);Bem da Terra Biológicos S.A;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
14120;"Mettus Org; Vitales Gratto Metarz; Methawin;";WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (300 g/kg);Nooa Ciencia e Tecnologia Agricola Ltda;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
4412;Metz;WG - Grânulos Dispersíveis em Água;amicarbazona (triazolinona) (700 g/kg);UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP;Herbicida;Sistêmico;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;NAO;True
20223;Mibelya;SC - Suspensão Concentrada;mefentrifluconazol (triazol) (200 g/L) + fluxapiroxade (carboxamida) (200 g/L);Basf S.A.  São Paulo;Fungicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
11789;Microsulfan 800 PM;WP - Pó Molhável;enxofre (inorgânico) (800 g/kg);Intercuf Indústria e Comércio Ltda.;Acaricida;De contato;Pouco Tóxico;Produto Pouco Perigoso ao Meio Ambiente;OUTROS;True
3404;Microthiol Disperss WG;WG - Grânulos Dispersíveis em Água;enxofre (inorgânico) (800 g/kg);UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP;Acaricida;Contato.;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
2800;Midas BR;WG - Grânulos Dispersíveis em Água;famoxadona (oxazolidinadiona) (62.5 g/kg) + mancozebe (alquilenobis(ditiocarbamato)) (625 g/kg);CTVA Proteção de Cultivos Ltda - Barueri (Tamboré);Bactericida/Fungicida;Protetor;Não Classificado - Produto Não Classificado;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
8098;Migdo;GE - Gerador de gás;N-2'S-metilbutil-2-metilbutilamida (amida) (34 g/kg);Bio Controle - Métodos de Controle de Pragas Ltda.;Feromônio;Não informado;Não Classificado - Produto Não Classificado;Produto de Baixo Risco ao Meio Ambiente;OUTROS;True
48925;Mighty;SC - Suspensão Concentrada;Mesotriona (Tricetona) (480 g/L);AllierBrasil Agro Ltda.;Herbicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
18925;Migiwa;SC - Suspensão Concentrada;Ipflufenoquina (quinolina) (200 g/L);Iharabras S.A. Indústria Químicas - Sorocaba;Fungicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
31124;Migla;WG - Grânulos Dispersíveis em Água;trifloxistrobina (estrobilurina) (500 g/kg);CHDS do Brasil Comércio de Insumos Agrícolas Ltda - São Miguel do Iguaçu/PR;Fungicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
12026;Mil FH 0329/05;CS - Suspensão de Encapsulado;clomazona (isoxazolidinona) (360 g/L);Adama Brasil S.A.- Londrina/PR;Herbicida;Sistêmico/Seletivo Condicional;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
27623;Mil FH 0602/13;WG - Grânulos Dispersíveis em Água;imazetapir (imidazolinona) (200 g/kg) + sulfentrazona (triazolona) (625 g/kg);Adama Brasil S.A.- Londrina/PR;Herbicida;Sistêmico/Seletivo;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
20323;Milarum;EC - Concentrado Emulsionável;Bacillus subtilis, cepa IAB/BS03 (Produto Microbiológico) (3.07 g/L);Tradecorp do Brasil Comércio de Insumos Agrícolas Ltda  Monte Mor/SP;Fungicida microbiológico;Não informado;Não Classificado - Produto Não Classificado;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
604;MilbekNock;EC - Concentrado Emulsionável;milbemectina (Milbemicinas) (50 g/L);Iharabras S.A. Indústria Químicas - Sorocaba;Acaricida/Inseticida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
16519;Milcozeb 800 WP;WP - Pó Molhável;mancozebe (alquilenobis(ditiocarbamato)) (800 g/kg) + mancozebe (alquilenobis(ditiocarbamato)) (800 g/kg);Indofil Industries do Brasil Ltda.;Acaricida/Fungicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
14623;"Milha; Derrete; Metsulfurom Ultra;";WG - Grânulos Dispersíveis em Água;metsulfurom-metílico (sulfoniluréia) (600 g/kg);Agriconnection Importadora e Exportadora de Insumos Agrícolas - Barueri/SP;Herbicida;Sistêmico/Seletivo;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
32624;"Miltop-M 50% SC; Control-T;";SC - Suspensão Concentrada;tiofanato-metílico (benzimidazol (precursor de)) (504 g/L);Meghmani Organics Biodefensivos e Agrícolas do Brasil Ltda - Campinas/SP;Fungicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
7796;Mimic 240 SC;SC - Suspensão Concentrada;tebufenozida (diacilhidrazina) (240 g/L);Iharabras S.A. Indústria Químicas - Sorocaba;Inseticida;Acelerador de ecdise;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;OUTROS;True
1020;Minecto Pro;SC - Suspensão Concentrada;Abamectina (avermectina) (18 g/L) + Ciantraniliprole (antranilamida) (60 g/L);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Acaricida/Inseticida;Não informado;Categoria 3  Produto Moderadamente Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
17721;Minex-Neo;Insetos Vivos;Neochrysocharis formosa (Biológico) (500 parasitóides/copo);TOPBIO - Insumos Biológicos Indústria e Comércio Ltda  Tibau/RN;Agente Biológico de Controle/Inseticida biológico;Não informado;Não Classificado - Produto Não Classificado;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
15423;Minos Caps 360 CS;CS - Suspensão de Encapsulado;clomazona (isoxazolidinona) (360 g/L);Cropchem Ltda - Porto Alegre;Herbicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
37324;Mira;EC - Concentrado Emulsionável;óleo vegetal (ésteres de ácidos graxos) (60 g/L);Oxiquímica Agrociência Ltda;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
21122;Mirage;SC - Suspensão Concentrada;sulfentrazona (triazolona) (500 g/L);UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP;Herbicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
6908;Mirant;SL - Concentrado Solúvel;2,4-D (ácido ariloxialcanóico) (806 g/L);Iharabras S.A. Indústria Químicas - Sorocaba;Herbicida;Sistêmico e seletivo;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;NAO;True
1819;Mirato;SL - Concentrado Solúvel;2,4-D-dimetilamina (ácido ariloxialcanóico) (806 g/L);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Herbicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;NAO;True
15622;Miravis;SC - Suspensão Concentrada;Pidiflumetofen (carboxamida) (200 g/L);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Fungicida;Sistêmico;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
14222;Miravis Duo;SC - Suspensão Concentrada;Pidiflumetofen (carboxamida) (75 g/L) + difenoconazol (triazol) (125 g/L);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Fungicida;Sistêmico;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
26124;Miravis Opti;SC - Suspensão Concentrada;Pidiflumetofen (carboxamida) (22.5 g/L) + clorotalonil (isoftalonitrila) (500 g/L);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Fungicida;Não informado;Categoria 2  Produto Altamente Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
5025;Miravis Opti SC;SC - Suspensão Concentrada;Pidiflumetofen (carboxamida) (22.5 g/L) + clorotalonil (isoftalonitrila) (500 g/L);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Fungicida;Não informado;Categoria 2  Produto Altamente Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
13623;"Miravis Pro; Miravis Forte;";EC - Concentrado Emulsionável;Protioconazol (Triazolinthione) (75 g/L) + Pidiflumetofen (carboxamida) (62.5 g/L);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Fungicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
14922;Miravis Top;SC - Suspensão Concentrada;Pidiflumetofen (carboxamida) (75 g/L) + difenoconazol (triazol) (125 g/L);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Fungicida;Sistêmico;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
36624;Miravis Trio;WG - Grânulos Dispersíveis em Água;Benzovindiflupyr (pirazol carboxamida) (90 g/kg) + Pidiflumetofen (carboxamida) (90 g/kg) + ciproconazol (triazol) (180 g/kg);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Fungicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
24425;Miravis Trio WG;WG - Grânulos Dispersíveis em Água;Benzovindiflupyr (pirazol carboxamida) (90 g/kg) + Pidiflumetofen (carboxamida) (90 g/kg) + ciproconazol (triazol) (180 g/kg);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Fungicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
