titular_de_registro;empresa_pais_tipo;empresa_estado;empresa_pais_mencionado;tipo_empresa
Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS;(Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (CHDS Agrochemicals S.A.I.C.<PARAGUAI>FORMULADOR) +  (Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE<BRASIL>FORMULADOR) +  (Solus do Brasil Ltda. - Apucarana/PR- Parque Industrial <BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda. - Apucarana/PR- Parque Industrial <BRASIL>IMPORTADOR) +  (Alamos do Brasil Ltda.<BRASIL>IMPORTADOR) +  (Alamos do Brasil Ltda.  - Pinhalzinho<BRASIL>IMPORTADOR) +  (Alamos do Brasil Ltda. - Filial Mariópolis<BRASIL>IMPORTADOR) +  (Prentiss Química Ltda. - Campo Largo/PR<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - São Miguel do Iguaçu/PR   <BRASIL>IMPORTADOR) +  (CCAB Agro S.A.   São Paulo<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.   Rondonópolis<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.   Luis Eduardo Magalhães<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.   Luis Eduardo Magalhães<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.   Rondonópolis<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.   São Paulo<BRASIL>IMPORTADOR) +  (Sinon do Brasil Ltda. - Porto Alegre /RS.<BRASIL>IMPORTADOR) +  (Sinon do Brasil Ltda. - Filial Passo Fundo/RS<BRASIL>IMPORTADOR) +  (Sinon do Brasil Ltda. - Filial Hortolandia/SP<BRASIL>IMPORTADOR) +  (Sinon do Brasil Ltda. - Filial Pato Branco/PR<BRASIL>IMPORTADOR) +  (Agro Import do Brasil Ltda. - Porto Alegre/RS<BRASIL>IMPORTADOR) +  (Agro Import do Brasil Ltda. - Filial Ibiporã<BRASIL>IMPORTADOR) +  (Agro Import do Brasil Ltda. - Filial Carazinho<BRASIL>IMPORTADOR) +  (Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu<BRASIL>IMPORTADOR) +  (Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Cuiaba<BRASIL>IMPORTADOR) +  (Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Aparecida de Goiania<BRASIL>IMPORTADOR) +  (Agro Import do Brasil Ltda. - Filial Rondonopolis<BRASIL>IMPORTADOR) +  (Agro Import do Brasil Ltda. - Filial Barueri<BRASIL>IMPORTADOR) +  (Agro Import do Brasil Ltda. - Filial Luft-Carazinho<BRASIL>IMPORTADOR) +  (Perterra Insumos Agropecuários S.A.  São Paulo/SP<BRASIL>IMPORTADOR) +  (Goplan S/A - Campinas<BRASIL>IMPORTADOR) +  (Nutrien Soluções Agrícolas Ltda.  São Paulo/SP<BRASIL>IMPORTADOR) +  (Nutrien Soluções Agrícolas Ltda.  Itapetininga/SP<BRASIL>IMPORTADOR) +  (Amaggi Exportação e Importação Ltda - Filial Cuiaba/MT<BRASIL>IMPORTADOR) +  (Amaggi Exportação e Importação Ltda - Filial Cerejeiras/RO<BRASIL>IMPORTADOR) +  (Amaggi Exportação e Importação Ltda - Matriz Cuiaba/MT<BRASIL>IMPORTADOR) +  (Agricola Alvorada S.A. - Primavera do Leste/MT (Parque industrial)<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas - Barueri/SP<BRASIL>IMPORTADOR) +  (Fiagril Ltda.  Cuiabá/MT<BRASIL>IMPORTADOR) +  (Fiagril Ltda.  Lucas do Rio Verde/MT<BRASIL>IMPORTADOR) +  (DKBR Trading S.A.  - Londrina<BRASIL>IMPORTADOR) +  (DKBR Trading S.A.  Cuiaba<BRASIL>IMPORTADOR) +  (DKBR Trading S.A. - São Paulo/SP<BRASIL>IMPORTADOR) +  (Longping High-Tech Biotecnologia Ltd  Paracatu/MG<BRASIL>IMPORTADOR) +  (Longping High-Tech Biotecnologia Ltd  São Paulo/SP<BRASIL>IMPORTADOR) +  (Longping High-Tech Biotecnologia Ltd. - Santa Helena de Goiás/GO<BRASIL>IMPORTADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Indaiatuba/SP<BRASIL>MANIPULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Indaiatuba/SP<BRASIL>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>MANIPULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>FORMULADOR) +  (Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>MANIPULADOR) +  (Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>FORMULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>MANIPULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>FORMULADOR) +  (Agrof;CE;CHINA, REPUBLICA POPULAR;Com presença internacional
Crotect Crop Science Ltda - São Paulo/SP;(Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>FORMULADOR) +  (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Shandong Binnong Technology CO., LTD<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhejiang Zhongshan Chemical Industry Group Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (DKBR Trading S.A.  - Londrina<BRASIL>IMPORTADOR) +  (DKBR Trading S.A. - São Paulo/SP<BRASIL>IMPORTADOR) +  (CAC Nantong Chemical Co. Ltd. - Jiangsu<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Louis Dreyfus Company Brasil S.A. - Aparecida de Goiânia/GO<BRASIL>IMPORTADOR) +  (Louis Dreyfus Company Brasil S.A.  Cuiabá/MT<BRASIL>IMPORTADOR) +  (Louis Dreyfus Company Brasil S.A.  São Paulo/SP<BRASIL>IMPORTADOR) +  (Amaggi Exportação e Importação Ltda - Filial Cuiaba/MT<BRASIL>IMPORTADOR) +  (Amaggi Exportação e Importação Ltda - Filial Cerejeiras/RO<BRASIL>IMPORTADOR) +  (Chizhou Bioagriland Multichem Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Fiagril Ltda.  Lucas do Rio Verde/MT<BRASIL>IMPORTADOR) +  (Henan Jinpeng Chemicals Co., Ltd<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Solus do Brasil Ltda. - Apucarana/PR- Parque Industrial <BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda. - Carazinho<BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda - Nova Mutum<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasi-  Cuiabá/MT<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasi- Carazinho/RS<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasi- Ibiporã/PR <BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil - Aparecida de Goiânia/GO<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil - Paulínia/SP<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil - Sorocaba/SP<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil Ltda -  Luis Eduardo Magalhães/BA<BRASIL>IMPORTADOR) +  (Agricola Alvorada S.A. - Primavera do Leste/MT (Parque industrial)<BRASIL>IMPORTADOR) +  (DKBR Trading S.A.  - Londrina<BRASIL>IMPORTADOR) +  (DKBR Trading S.A.  Cuiaba<BRASIL>IMPORTADOR) +  (Pilarquim Br Comercial Ltda.- São Paulo<BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda - Apucarana/PR<BRASIL>IMPORTADOR) +  (Agrícola Alvorada S.A. - Primavera Do Leste/MT<BRASIL>IMPORTADOR) +  (Amaggi Exportação e Importação Ltda - Sorriso/ MT<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas - Barueri/SP<BRASIL>IMPORTADOR) +  (BRA Defensivos Agrícolas Ltda - Piracicaba/SP<BRASIL>IMPORTADOR) +  (Somax Agro do Brasil Ltda - Foz do Iguaçu/PR<BRASIL>IMPORTADOR) +  (Ningxia Wynca Technology Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhejiang Xinan Chemical Industrial Group Co., Ltd - Jiande City<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Amaggi Exportação e Importação Ltda - Matriz Cuiaba/MT<BRASIL>IMPORTADOR) +  (Amaggi Exportação e Importação Ltda - Filial Boa Vista/RR <BRASIL>IMPORTADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>FORMULADOR) +  (AMAGGI EXPORTAÇÃO E IMPORTAÇÃO LTDA - Paragominas<BRASIL>IMPORTADOR) +  (Agrilean Inputs S.A. - Barueri/SP<BRASIL>IMPORTADOR) +  (ZheJiang Rayfull Chemicals Co., Ltd <CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Fenasol S.A- Florida<URUGUAI>FORMULADOR) +  (Goplan S/A - Campinas<BRASIL>IMPORTADOR) +  (Hebei Shanli Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Perterra Insumos Agropecuários S.A.  Cuiaba/MT<BRASIL>IMPORTADOR) +  (Perterra Insumos Agropecuários S.A.  Ibiporã/PR<BRASIL>IMPORTADOR) +  (Perterra Insumos Agropecuários S.A.  São Paulo/SP<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas - Barueri/SP<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas Ltda - Cuiabá/MT<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas Ltda - Ibiporã-PR<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas Ltda - Itu/SP<BRASIL>IMPORTADOR) +  (ZheJiang Rayfull Chemicals Co., Ltd <CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Agroallianz S.A<B;SP;BRASIL;Com presença internacional
Perterra Insumos Agropecuários S.A.  São Paulo/SP;(Sino-Agri Leading (Tianjin) Agrochemical Company Limited.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>FORMULADOR);SP;CHINA, REPUBLICA POPULAR;Com presença internacional
Inovatis Agronegocios Importação e Exportação Ltda.;(Shandong Binnong Technology CO., LTD<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>MANIPULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>MANIPULADOR) +  (Oxiquímica Agrociência Ltda<BRASIL>MANIPULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>MANIPULADOR) +  (BRA Defensivos Agrícolas Ltda - Piracicaba/SP<BRASIL>IMPORTADOR) +  (Somax Agro do Brasil Ltda - Paulínia/SP<BRASIL>IMPORTADOR) +  (Amaggi Exportação e Importação Ltda - Matriz Cuiaba/MT<BRASIL>IMPORTADOR) +  (Amaggi Exportação e Importação Ltda - Sorriso/ MT<BRASIL>IMPORTADOR) +  (AMAGGI EXPORTAÇÃO E IMPORTAÇÃO LTDA - Paragominas<BRASIL>IMPORTADOR) +  (Agrilean Inputs S.A. - Barueri/SP<BRASIL>IMPORTADOR) +  (Agrilean Inputs S.A. - Luis Eduardo Magalhaes/BA<BRASIL>IMPORTADOR) +  (Agrilean Inputs S.A. - Cuiaba/MT<BRASIL>IMPORTADOR) +  (DKBR Trading S.A.  - Londrina<BRASIL>IMPORTADOR) +  (DKBR Trading S.A.  Cuiaba<BRASIL>IMPORTADOR) +  (Fiagril Ltda.  Lucas do Rio Verde/MT<BRASIL>IMPORTADOR) +  (DKBR Trading S.A. - São Paulo/SP<BRASIL>IMPORTADOR) +  (Agrilean Inputs S.A. - Barueri/SP<BRASIL>IMPORTADOR) +  (Agrilean Inputs S.A. - Boa Vista/RR<BRASIL>IMPORTADOR) +  (Chemical Solution Para Ltda. - Maceió/AL<BRASIL>IMPORTADOR) +  (Chemical Solution Pará Ltda <BRASIL>IMPORTADOR);SP;CHINA, REPUBLICA POPULAR;Com presença internacional
Biorisk - Assessoria e Comércio de Produtos Agrícolas Ltda.;(Oxiquímica Agrociência Ltda<BRASIL>MANIPULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>MANIPULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>MANIPULADOR) +  (Jinan Kesaijinong Chem. Ltd<CHINA, REPUBLICA POPULAR>FORMULADOR);SP;BRASIL;Com presença internacional
Ameribrás Indústria e Comércio Ltda.;(Zhejiang Zhongshan Chemical Industry Group Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR);;CHINA, REPUBLICA POPULAR;Com presença internacional
Perterra Insumos Agropecuários S.A.  São Paulo/SP;(Sino-Agri Leading (Tianjin) Agrochemical Company Limited.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>MANIPULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>MANIPULADOR);SP;CHINA, REPUBLICA POPULAR;Com presença internacional
Solus do Brasil Ltda. - Apucarana/PR- Parque Industrial;(Shandong Binnong Technology CO., LTD<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - São Miguel do Iguaçu/PR   <BRASIL>IMPORTADOR) +  (CHDS do Brasil Comercio de Insumos Agricolas Ltda - Luis Eduardo Magalhães /BA<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - Aparecida de Goiânia/GO<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comercio de Insumos Agricolas Ltda - Balsas/MA<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - Cuiabá/MT<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - Barueri/SP<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comercio de Insumos Agricolas Ltda - Carazinho/RS<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - Uberaba/MG<BRASIL>IMPORTADOR) +  (CHDS Agrochemicals S.A.I.C.<PARAGUAI>FORMULADOR) +  (Hebei Shanli Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Chizhou Bioagriland Multichem Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhuochen Industries (Shanghai) Co Ltd.  <CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Iprochem Co., Ltd - Shenzhen<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas - Barueri/SP<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas - Barueri/SP<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas Ltda - Cuiabá/MT<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas Ltda - Ibiporã-PR<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas Ltda - Itu/SP<BRASIL>IMPORTADOR) +  (ZheJiang Rayfull Chemicals Co., Ltd <CHINA, REPUBLICA POPULAR>FORMULADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - Dourados/MS<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas Ltda - Itu/SP<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas Ltda - Ibiporã-PR<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas Ltda - Cuiabá/MT<BRASIL>IMPORTADOR) +  (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas - Barueri/SP<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas - Barueri/SP<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas Ltda Filial - Barueri/SP<BRASIL>IMPORTADOR) +  (Tudo Rural Agronegócios do Brasil Ltda - Curitiba/PR<BRASIL>IMPORTADOR) +  (TUDO RURAL AGRONEGOCIOS DO BRASIL LTDA - São Paulo<BRASIL>IMPORTADOR);PR;CHINA, REPUBLICA POPULAR;Com presença internacional
Agro Import do Brasil Ltda. - Porto Alegre/RS;(Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 02<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Indaiatuba/SP<BRASIL>FORMULADOR) +  (Chizhou Bioagriland Multichem Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (CAC Nantong Chemical Co. Ltd. - Jiangsu<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Boasafra Comércio e Representações Ltda.<BRASIL>IMPORTADOR) +  (Agrofauna Comércio de Insumos Ltda  S.J.do Rio Preto/SP<BRASIL>IMPORTADOR) +  (Meghmani Industries Ltd. (Unit-III) - Dahej <ÍNDIA>FORMULADOR) +  (Zhejiang Province Changxing First Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Agricola Alvorada S.A. - Primavera do Leste/MT (Parque industrial)<BRASIL>IMPORTADOR) +  (Pilarquim (Jiangsu) Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhejiang Xinan Chemical Industrial Group Co., Ltd - Jiande City<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Hebei Shanli Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Agrow Allied Ventures Pvt.Ltd.<ÍNDIA>FORMULADOR) +  (Suzhou Greenlands Chemical Co., Ltd<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhejiang Zhongshan Chemical Industry Group Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR);SP;CHINA, REPUBLICA POPULAR;Com presença internacional
CCAB Agro S.A.   São Paulo;(Tecnomyl S.A. - Villeta<PARAGUAI>FORMULADOR) +  (Tecnomyl S/A- Tierra Del Fuego<ARGENTINA>FORMULADOR) +  (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Shandong Binnong Technology CO., LTD<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>MANIPULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>MANIPULADOR) +  (Oxiquímica Agrociência Ltda<BRASIL>MANIPULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>MANIPULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Indaiatuba/SP<BRASIL>MANIPULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>MANIPULADOR) +  (Energis8 Indústria e Comércio de Lubrificantes Ltda - Filial<BRASIL>MANIPULADOR) +  (Zhejiang Zhongshan Chemical Industry Group Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu<BRASIL>IMPORTADOR) +  (Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Aparecida de Goiania<BRASIL>IMPORTADOR) +  (Tecnomyl Brasil Distribuidora de Produtos Agricolas - Ibiporã/PR<BRASIL>IMPORTADOR) +  (Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Cuiaba<BRASIL>IMPORTADOR) +  (Tecnomyl Brasil Distribuidora de Produtos Agricolas - Ibiporã<BRASIL>IMPORTADOR) +  (Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Paulínia/SP<BRASIL>IMPORTADOR) +  (Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>FORMULADOR) +  (Oxiquímica Agrociência Ltda<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Indaiatuba/SP<BRASIL>FORMULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>FORMULADOR) +  (Agromol Biotech Co., Ltd<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Hebei Shanli Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR);SP;PARAGUAI;Com presença internacional
Ameribrás Indústria e Comércio Ltda.;(Zhejiang Zhongshan Chemical Industry Group Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Shandong Binnong Technology CO., LTD<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - São Miguel do Iguaçu/PR   <BRASIL>IMPORTADOR) +  (CHDS do Brasil Comercio de Insumos Agricolas Ltda - Balsas/MA<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - Aparecida de Goiânia/GO<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - Cuiabá/MT<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comercio de Insumos Agricolas Ltda - Luis Eduardo Magalhães /BA<BRASIL>IMPORTADOR) +  (Fiagril Ltda.  Cuiabá/MT<BRASIL>IMPORTADOR) +  (Fiagril Ltda.  Lucas do Rio Verde/MT<BRASIL>IMPORTADOR) +  (BRA Defensivos Agrícolas Ltda. (Rendenção)<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comercio de Insumos Agricolas Ltda - Carazinho/RS<BRASIL>IMPORTADOR) +  (Alamos do Brasil Ltda.<BRASIL>IMPORTADOR) +  (Alamos do Brasil Ltda.  - Pinhalzinho<BRASIL>IMPORTADOR) +  (Alamos do Brasil Ltda. - Filial Mariópolis<BRASIL>IMPORTADOR) +  (ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba<BRASIL>IMPORTADOR) +  (ALTA - America Latina Tecnologia Agrícola Ltda. - Filial Barueri<BRASIL>IMPORTADOR) +  (ALTA - America Latina Tecnologia Agrícola Ltda. - Filial Passo Fundo<BRASIL>IMPORTADOR) +  (ALTA - America Latina Tecnologia Agrícola Ltda. - Filial Uberaba<BRASIL>IMPORTADOR) +  (ALTA - America Latina Tecnologia Agricola Ltda. - Filial Cuiabá<BRASIL>IMPORTADOR) +  (DKBR Trading S.A.  - Londrina<BRASIL>IMPORTADOR) +  (Stockton Agrimor do Brasil Ltda.<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.   Luis Eduardo Magalhães<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.   Rondonópolis<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.   São Paulo<BRASIL>IMPORTADOR) +  (Macrofértil Indústria e Comércio de Fertilizantes Ltda. - Ponta Grossa<BRASIL>IMPORTADOR) +  (Macrofértil Indústria e Comércio de Fertilizantes Ltda. - Aparecida de Goiania<BRASIL>IMPORTADOR) +  (Macrofértil Indústria e Comércio de Fertilizantes Ltda. - Cuiaba<BRASIL>IMPORTADOR) +  (Macrofértil Indústria e Comércio de Fertilizantes Ltda. - Paraguaçu Paulista<BRASIL>IMPORTADOR) +  (Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>FORMULADOR) +  (CHDS Agrochemicals S.A.I.C.<PARAGUAI>FORMULADOR) +  (Aimco Pesticides Ltd.  <ÍNDIA>FORMULADOR) +  (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhongshan Química do Brasil - Sorocaba/SP<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comercio de Insumos Agricolas Ltda - Carazinho/RS<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - Cuiabá/MT<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - Barueri/SP<BRASIL>IMPORTADOR) +  (DKBR Trading S.A. - São Paulo/SP<BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda. - Apucarana/PR- Parque Industrial <BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda. - Carazinho<BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda - Nova Mutum<BRASIL>IMPORTADOR) +  (CCAB Agro S.A - Barueri<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - Uberaba/MG<BRASIL>IMPORTADOR) +  (Nutrien Soluções Agrícolas Ltda.  Itapetininga/SP<BRASIL>IMPORTADOR) +  (Nutrien Soluções Agrícolas Ltda.  São Paulo/SP<BRASIL>IMPORTADOR) +  (Hebei Shanli Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (DKBR Trading S.A.  - Londrina<BRASIL>IMPORTADOR) +  (DKBR Trading S.A.  Cuiaba<BRASIL>IMPORTADOR) +  (DKBR Trading S.A. - São Paulo/SP<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasi-  Cuiabá/MT<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil - Paulínia/SP<BRASIL>IMPORTADOR) +  (Louis Dreyfus Company Brasil Ltda  Paraguaçu Paulista/SP<BRASIL>IMPORTADOR) +  (Louis Dreyfus Company Brasil S.A. - Aparecida de Goiânia/GO<BRASIL>IMPORTADOR) +  (Louis Dreyfus Company Brasil S.A.  Cuiabá/MT<BRASIL>IMPORTADOR) +  (Louis Dreyfus Company Brasil S.A.  São Paulo/SP<BRASIL>IMPORTADOR) +  (Zhongshan Químic;PR;CHINA, REPUBLICA POPULAR;Com presença internacional
